445.16,468.17,329.17,446.56,282.67,442.87,317.67,502.98,316.38,435.43,527.33,452.86,525.15,434.82,333.62,597.58,463.11,539.78,424.93,499.08,1
364.57,619.94,375.10,501.52,238.42,488.70,364.02,710.48,310.30,430.32,328.88,531.37,441.11,487.67,277.49,345.62,496.56,387.74,591.08,588.14,1
411.07,538.71,543.00,451.68,512.70,295.78,464.25,490.05,427.40,468.43,439.42,261.94,471.94,308.30,530.14,437.12,413.27,467.83,546.85,238.50,0
280.00,249.47,132.06,267.14,75.44,155.17,418.79,440.74,182.75,332.53,309.17,597.44,363.07,416.47,450.07,595.36,370.82,328.38,260.04,318.99,1
528.79,486.26,281.25,336.21,217.69,431.97,260.67,401.65,376.63,518.37,284.53,362.39,352.52,326.96,557.31,533.44,263.27,429.79,329.61,370.02,0
500.26,358.71,310.20,290.42,740.35,417.61,538.61,339.76,478.12,387.44,655.83,367.74,414.32,293.49,410.45,273.99,357.79,455.22,511.63,555.75,1
640.75,618.04,618.04,418.29,611.50,265.42,340.52,384.09,674.21,457.08,535.57,507.78,534.28,444.69,565.21,489.57,441.80,360.96,556.45,340.79,0
343.66,556.01,372.77,355.78,383.40,551.25,320.43,416.95,248.49,557.88,417.88,465.13,385.01,528.17,282.23,377.08,406.32,412.10,386.74,469.47,1
432.59,377.72,574.15,491.50,415.00,474.84,352.38,376.87,256.28,709.69,260.25,247.80,533.53,404.92,452.09,435.28,468.79,497.50,355.36,482.29,0
397.70,538.11,441.26,542.26,464.35,472.74,476.61,378.00,397.03,467.47,510.35,425.84,350.80,511.20,368.12,351.38,455.47,670.43,566.29,521.52,0
301.11,474.38,509.07,293.13,293.35,454.81,462.06,356.99,462.85,316.12,665.15,361.05,295.05,450.30,412.81,397.51,512.77,613.50,465.37,216.61,0
444.96,498.22,364.61,526.51,456.31,539.40,447.46,441.43,415.30,511.64,452.66,344.19,435.46,595.42,684.04,461.67,356.54,369.95,500.73,455.63,2
367.91,469.74,310.26,478.74,329.03,390.37,386.34,429.68,543.76,336.38,291.57,364.85,308.20,510.21,307.28,475.36,232.37,557.73,344.08,340.96,2
541.24,629.69,282.38,499.90,389.09,494.99,284.25,635.94,471.02,468.06,522.18,616.75,494.67,550.99,526.42,206.81,389.96,460.75,375.53,560.47,2
370.28,429.38,266.61,453.04,261.98,621.14,465.51,481.75,449.86,491.66,548.07,463.69,478.60,395.80,633.71,237.03,485.18,541.90,486.65,157.59,3
262.19,525.28,333.67,206.78,464.90,449.64,277.71,520.36,309.43,622.16,512.31,471.09,294.82,553.00,152.87,277.53,334.45,513.81,461.55,634.82,3
487.22,424.16,544.22,405.73,525.97,333.50,527.84,536.81,502.83,434.12,603.85,466.46,732.10,253.76,637.46,567.12,512.39,466.04,385.14,454.34,2
332.45,308.63,366.20,433.04,298.31,438.80,225.50,387.22,135.37,373.11,436.98,382.70,429.32,285.67,479.08,215.81,438.14,484.61,367.19,466.20,2
282.20,503.68,287.70,397.74,415.94,614.04,483.99,519.32,307.43,557.91,511.37,504.07,274.73,721.12,404.09,455.33,414.28,445.68,275.56,401.47,3
185.55,333.10,419.96,460.82,433.89,572.75,722.76,456.02,229.83,318.55,249.81,403.75,467.78,619.80,445.14,350.29,520.62,533.56,442.90,396.03,3
608.07,313.22,400.75,257.83,365.12,534.55,441.11,387.58,354.06,532.16,382.24,287.64,419.95,552.15,405.63,344.86,379.62,482.01,417.58,449.02,3
527.53,466.95,431.24,506.47,521.15,475.31,411.55,290.61,460.83,436.11,420.22,595.63,326.83,531.19,394.97,535.65,230.70,545.45,382.84,462.38,2
428.48,740.03,280.33,488.79,470.35,415.56,458.24,323.55,371.29,494.44,398.74,668.89,583.69,407.72,202.73,414.12,325.40,582.11,186.38,584.20,2
329.09,332.56,421.49,549.55,253.78,180.82,237.86,417.47,383.23,354.86,325.32,264.56,334.28,366.39,281.31,441.85,383.21,338.41,530.59,287.52,3
445.16,468.17,329.17,446.56,282.67,442.87,317.67,502.98,316.38,435.43,527.33,452.86,525.15,434.82,333.62,597.58,463.11,539.78,424.93,499.08,3
364.57,619.94,375.10,501.52,238.42,488.70,364.02,710.48,310.30,430.32,328.88,531.37,441.11,487.67,277.49,345.62,496.56,387.74,591.08,588.14,2
411.07,538.71,543.00,451.68,512.70,295.78,464.25,490.05,427.40,468.43,439.42,261.94,471.94,308.30,530.14,437.12,413.27,467.83,546.85,238.50,3
280.00,249.47,132.06,267.14,75.44,155.17,418.79,440.74,182.75,332.53,309.17,597.44,363.07,416.47,450.07,595.36,370.82,328.38,260.04,318.99,2
528.79,486.26,281.25,336.21,217.69,431.97,260.67,401.65,376.63,518.37,284.53,362.39,352.52,326.96,557.31,533.44,263.27,429.79,329.61,370.02,3
500.26,358.71,310.20,290.42,740.35,417.61,538.61,339.76,478.12,387.44,655.83,367.74,414.32,293.49,410.45,273.99,357.79,455.22,511.63,555.75,2
640.75,618.04,618.04,418.29,611.50,265.42,340.52,384.09,674.21,457.08,535.57,507.78,534.28,444.69,565.21,489.57,441.80,360.96,556.45,340.79,3
343.66,556.01,372.77,355.78,383.40,551.25,320.43,416.95,248.49,557.88,417.88,465.13,385.01,528.17,282.23,377.08,406.32,412.10,386.74,469.47,2
432.59,377.72,574.15,491.50,415.00,474.84,352.38,376.87,256.28,709.69,260.25,247.80,533.53,404.92,452.09,435.28,468.79,497.50,355.36,482.29,3
397.70,538.11,441.26,542.26,464.35,472.74,476.61,378.00,397.03,467.47,510.35,425.84,350.80,511.20,368.12,351.38,455.47,670.43,566.29,521.52,2
301.11,474.38,509.07,293.13,293.35,454.81,462.06,356.99,462.85,316.12,665.15,361.05,295.05,450.30,412.81,397.51,512.77,613.50,465.37,216.61,3
444.96,498.22,364.61,526.51,456.31,539.40,447.46,441.43,415.30,511.64,452.66,344.19,435.46,595.42,684.04,461.67,356.54,369.95,500.73,455.63,3
367.91,469.74,310.26,478.74,329.03,390.37,386.34,429.68,543.76,336.38,291.57,364.85,308.20,510.21,307.28,475.36,232.37,557.73,344.08,340.96,3
541.24,629.69,282.38,499.90,389.09,494.99,284.25,635.94,471.02,468.06,522.18,616.75,494.67,550.99,526.42,206.81,389.96,460.75,375.53,560.47,3
370.28,429.38,266.61,453.04,261.98,621.14,465.51,481.75,449.86,491.66,548.07,463.69,478.60,395.80,633.71,237.03,485.18,541.90,486.65,157.59,4
262.19,525.28,333.67,206.78,464.90,449.64,277.71,520.36,309.43,622.16,512.31,471.09,294.82,553.00,152.87,277.53,334.45,513.81,461.55,634.82,4
487.22,424.16,544.22,405.73,525.97,333.50,527.84,536.81,502.83,434.12,603.85,466.46,732.10,253.76,637.46,567.12,512.39,466.04,385.14,454.34,5
332.45,308.63,366.20,433.04,298.31,438.80,225.50,387.22,135.37,373.11,436.98,382.70,429.32,285.67,479.08,215.81,438.14,484.61,367.19,466.20,4
282.20,503.68,287.70,397.74,415.94,614.04,483.99,519.32,307.43,557.91,511.37,504.07,274.73,721.12,404.09,455.33,414.28,445.68,275.56,401.47,5
185.55,333.10,419.96,460.82,433.89,572.75,722.76,456.02,229.83,318.55,249.81,403.75,467.78,619.80,445.14,350.29,520.62,533.56,442.90,396.03,4
608.07,313.22,400.75,257.83,365.12,534.55,441.11,387.58,354.06,532.16,382.24,287.64,419.95,552.15,405.63,344.86,379.62,482.01,417.58,449.02,5
527.53,466.95,431.24,506.47,521.15,475.31,411.55,290.61,460.83,436.11,420.22,595.63,326.83,531.19,394.97,535.65,230.70,545.45,382.84,462.38,4
428.48,740.03,280.33,488.79,470.35,415.56,458.24,323.55,371.29,494.44,398.74,668.89,583.69,407.72,202.73,414.12,325.40,582.11,186.38,584.20,5
329.09,332.56,421.49,549.55,253.78,180.82,237.86,417.47,383.23,354.86,325.32,264.56,334.28,366.39,281.31,441.85,383.21,338.41,530.59,287.52,5
445.16,468.17,329.17,446.56,282.67,442.87,317.67,502.98,316.38,435.43,527.33,452.86,525.15,434.82,333.62,597.58,463.11,539.78,424.93,499.08,5
364.57,619.94,375.10,501.52,238.42,488.70,364.02,710.48,310.30,430.32,328.88,531.37,441.11,487.67,277.49,345.62,496.56,387.74,591.08,588.14,4
411.07,538.71,543.00,451.68,512.70,295.78,464.25,490.05,427.40,468.43,439.42,261.94,471.94,308.30,530.14,437.12,413.27,467.83,546.85,238.50,4
280.00,249.47,132.06,267.14,75.44,155.17,418.79,440.74,182.75,332.53,309.17,597.44,363.07,416.47,450.07,595.36,370.82,328.38,260.04,318.99,4
528.79,486.26,281.25,336.21,217.69,431.97,260.67,401.65,376.63,518.37,284.53,362.39,352.52,326.96,557.31,533.44,263.27,429.79,329.61,370.02,5
500.26,358.71,310.20,290.42,740.35,417.61,538.61,339.76,478.12,387.44,655.83,367.74,414.32,293.49,410.45,273.99,357.79,455.22,511.63,555.75,4
640.75,618.04,618.04,418.29,611.50,265.42,340.52,384.09,674.21,457.08,535.57,507.78,534.28,444.69,565.21,489.57,441.80,360.96,556.45,340.79,5
343.66,556.01,372.77,355.78,383.40,551.25,320.43,416.95,248.49,557.88,417.88,465.13,385.01,528.17,282.23,377.08,406.32,412.10,386.74,469.47,5
432.59,377.72,574.15,491.50,415.00,474.84,352.38,376.87,256.28,709.69,260.25,247.80,533.53,404.92,452.09,435.28,468.79,497.50,355.36,482.29,4
397.70,538.11,441.26,542.26,464.35,472.74,476.61,378.00,397.03,467.47,510.35,425.84,350.80,511.20,368.12,351.38,455.47,670.43,566.29,521.52,4
301.11,474.38,509.07,293.13,293.35,454.81,462.06,356.99,462.85,316.12,665.15,361.05,295.05,450.30,412.81,397.51,512.77,613.50,465.37,216.61,4
444.96,498.22,364.61,526.51,456.31,539.40,447.46,441.43,415.30,511.64,452.66,344.19,435.46,595.42,684.04,461.67,356.54,369.95,500.73,455.63,6
367.91,469.74,310.26,478.74,329.03,390.37,386.34,429.68,543.76,336.38,291.57,364.85,308.20,510.21,307.28,475.36,232.37,557.73,344.08,340.96,7
541.24,629.69,282.38,499.90,389.09,494.99,284.25,635.94,471.02,468.06,522.18,616.75,494.67,550.99,526.42,206.81,389.96,460.75,375.53,560.47,6
370.28,429.38,266.61,453.04,261.98,621.14,465.51,481.75,449.86,491.66,548.07,463.69,478.60,395.80,633.71,237.03,485.18,541.90,486.65,157.59,6
262.19,525.28,333.67,206.78,464.90,449.64,277.71,520.36,309.43,622.16,512.31,471.09,294.82,553.00,152.87,277.53,334.45,513.81,461.55,634.82,6
487.22,424.16,544.22,405.73,525.97,333.50,527.84,536.81,502.83,434.12,603.85,466.46,732.10,253.76,637.46,567.12,512.39,466.04,385.14,454.34,7
332.45,308.63,366.20,433.04,298.31,438.80,225.50,387.22,135.37,373.11,436.98,382.70,429.32,285.67,479.08,215.81,438.14,484.61,367.19,466.20,7
282.20,503.68,287.70,397.74,415.94,614.04,483.99,519.32,307.43,557.91,511.37,504.07,274.73,721.12,404.09,455.33,414.28,445.68,275.56,401.47,7
185.55,333.10,419.96,460.82,433.89,572.75,722.76,456.02,229.83,318.55,249.81,403.75,467.78,619.80,445.14,350.29,520.62,533.56,442.90,396.03,7
608.07,313.22,400.75,257.83,365.12,534.55,441.11,387.58,354.06,532.16,382.24,287.64,419.95,552.15,405.63,344.86,379.62,482.01,417.58,449.02,7
527.53,466.95,431.24,506.47,521.15,475.31,411.55,290.61,460.83,436.11,420.22,595.63,326.83,531.19,394.97,535.65,230.70,545.45,382.84,462.38,7
428.48,740.03,280.33,488.79,470.35,415.56,458.24,323.55,371.29,494.44,398.74,668.89,583.69,407.72,202.73,414.12,325.40,582.11,186.38,584.20,6
329.09,332.56,421.49,549.55,253.78,180.82,237.86,417.47,383.23,354.86,325.32,264.56,334.28,366.39,281.31,441.85,383.21,338.41,530.59,287.52,6
445.16,468.17,329.17,446.56,282.67,442.87,317.67,502.98,316.38,435.43,527.33,452.86,525.15,434.82,333.62,597.58,463.11,539.78,424.93,499.08,6
364.57,619.94,375.10,501.52,238.42,488.70,364.02,710.48,310.30,430.32,328.88,531.37,441.11,487.67,277.49,345.62,496.56,387.74,591.08,588.14,6
411.07,538.71,543.00,451.68,512.70,295.78,464.25,490.05,427.40,468.43,439.42,261.94,471.94,308.30,530.14,437.12,413.27,467.83,546.85,238.50,6
280.00,249.47,132.06,267.14,75.44,155.17,418.79,440.74,182.75,332.53,309.17,597.44,363.07,416.47,450.07,595.36,370.82,328.38,260.04,318.99,7
528.79,486.26,281.25,336.21,217.69,431.97,260.67,401.65,376.63,518.37,284.53,362.39,352.52,326.96,557.31,533.44,263.27,429.79,329.61,370.02,7
500.26,358.71,310.20,290.42,740.35,417.61,538.61,339.76,478.12,387.44,655.83,367.74,414.32,293.49,410.45,273.99,357.79,455.22,511.63,555.75,7
640.75,618.04,618.04,418.29,611.50,265.42,340.52,384.09,674.21,457.08,535.57,507.78,534.28,444.69,565.21,489.57,441.80,360.96,556.45,340.79,7
343.66,556.01,372.77,355.78,383.40,551.25,320.43,416.95,248.49,557.88,417.88,465.13,385.01,528.17,282.23,377.08,406.32,412.10,386.74,469.47,7
432.59,377.72,574.15,491.50,415.00,474.84,352.38,376.87,256.28,709.69,260.25,247.80,533.53,404.92,452.09,435.28,468.79,497.50,355.36,482.29,6
397.70,538.11,441.26,542.26,464.35,472.74,476.61,378.00,397.03,467.47,510.35,425.84,350.80,511.20,368.12,351.38,455.47,670.43,566.29,521.52,6
301.11,474.38,509.07,293.13,293.35,454.81,462.06,356.99,462.85,316.12,665.15,361.05,295.05,450.30,412.81,397.51,512.77,613.50,465.37,216.61,6
